gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
YAL005C,5753.433622756881,0.2241052280636396,0.055464840570548825,4.04049170174009,5.3339252470793294e-05,0.004480497207546637
YAR010C,6640.020879447281,0.1701279006273773,0.06252256153967842,2.7210641476902664,0.006507213280097076,0.18220197184271814
YAR009C,15838.378413304368,0.16733500618718072,0.06009794623435515,2.784371458130182,0.005363157427423732,0.18220197184271814
YAL068C,4.720589086329871,-0.5976391256008872,0.8701455344111517,-0.686826630680032,0.4921919859611956,0.9806622162842807
YAL060W,55.79549943285394,0.08030753973800948,0.25397439420257995,0.3162032928168067,0.75184820857347,0.9806622162842807
YAL059W,26.082446857469865,0.22065857813965695,0.3684789717313139,0.5988362839346933,0.5492820637941853,0.9806622162842807
YAL062W,5.490870529976774,0.7254363771303602,0.7678158639773088,0.9448051429578159,0.34475836575199614,0.9806622162842807
YAL063C,5.163003524283732,0.18340148017336017,0.7935200331392813,0.23112394459380828,0.817218513570234,0.9806622162842807
YAL055W,3.8268017584013427,0.47131677178075343,1.0184570943426023,0.46277528469177276,0.6435254486064974,0.9806622162842807
YAL054C,6.18396212286403,-0.5021640058267215,0.7416084757239517,-0.6771281913094553,0.4983246235895442,0.9806622162842807
YAL053W,121.37957376204554,-0.09035030181232641,0.16763022272011313,-0.5389857529640192,0.5898966851633849,0.9806622162842807
YAL051W,51.24300246978466,-0.26773129975580284,0.2624830556780752,-1.0199946014197747,0.307731021104253,0.9806622162842807
YAL049C,40.974000204153754,-0.06646212857508155,0.28545012615495463,-0.2328327174709429,0.8158913061425308,0.9806622162842807
YAL046C,8.84939889177149,0.6950625002962727,0.6571768457847112,1.0576491012344227,0.29021544819656486,0.9806622162842807
YAL058W,22.436582131445558,-0.2008747353585095,0.37707775868861243,-0.5327143559384263,0.5942313269745388,0.9806622162842807
YAL061W,33.734434956637905,0.19985498333022225,0.5328987544707817,0.37503368445418295,0.7076354153410331,0.9806622162842807
YAL036C,68.60272188283311,-0.11222508652505636,0.2186085653512041,-0.5133608847611342,0.6076989017326548,0.9806622162842807
YAL035W,432.2877534675907,0.07910263106767308,0.10943716263016001,0.7228132488686528,0.46979462647846393,0.9806622162842807
YAL043C,61.38814583446911,-0.08728597890434593,0.2305123062188285,-0.3786608200495992,0.7049397515036577,0.9806622162842807
